<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.08.14	02:00:00	1959.11	1962.37	1956.50	1957.47	1924	0	5
2020.08.14	03:00:00	1957.47	1961.45	1954.48	1956.51	2672	0	5
2020.08.14	04:00:00	1956.51	1959.39	1951.53	1953.14	4810	0	5
2020.08.14	05:00:00	1953.14	1955.20	1944.73	1949.09	3962	0	5
2020.08.14	06:00:00	1949.09	1953.59	1946.69	1948.62	4362	0	5
2020.08.14	07:00:00	1948.68	1953.53	1948.48	1952.96	2278	0	5
2020.08.14	08:00:00	1952.99	1956.86	1949.93	1951.39	3969	0	5
2020.08.14	09:00:00	1951.33	1954.21	1938.72	1942.47	8662	0	5
2020.08.14	10:00:00	1942.60	1949.30	1941.80	1947.91	7401	0	5
2020.08.14	11:00:00	1947.72	1953.15	1945.33	1948.78	4581	0	5
2020.08.14	12:00:00	1948.78	1950.62	1940.99	1945.48	4329	0	5
2020.08.14	13:00:00	1945.48	1950.78	1944.44	1947.05	4434	0	5
2020.08.14	14:00:00	1947.04	1948.90	1941.96	1948.41	4582	0	5
2020.08.14	15:00:00	1948.45	1952.44	1941.85	1945.68	7971	0	5
2020.08.14	16:00:00	1945.70	1956.35	1944.22	1947.90	11225	0	5
2020.08.14	17:00:00	1947.86	1948.94	1941.98	1947.39	11032	0	5
2020.08.14	18:00:00	1947.39	1949.12	1939.77	1943.58	9722	0	5
2020.08.14	19:00:00	1943.58	1945.55	1933.40	1933.90	10093	0	5
2020.08.14	20:00:00	1933.83	1944.89	1932.07	1942.08	10051	0	5
2020.08.14	21:00:00	1942.23	1947.12	1940.75	1942.98	7718	0	5
2020.08.14	22:00:00	1942.98	1944.13	1940.62	1943.00	5720	0	5
2020.08.14	23:00:00	1942.95	1946.07	1942.69	1943.59	1314	0	19
2020.08.17	01:00:00	1944.93	1951.20	1943.69	1949.17	2348	0	22
2020.08.17	02:00:00	1949.17	1949.34	1931.91	1932.53	3551	0	7
2020.08.17	03:00:00	1932.40	1938.54	1929.40	1937.98	4582	0	5
2020.08.17	04:00:00	1937.98	1940.69	1932.77	1939.89	5738	0	5
2020.08.17	05:00:00	1939.89	1943.09	1938.75	1940.74	2486	0	5
2020.08.17	06:00:00	1940.74	1943.19	1940.22	1941.20	2157	0	5
2020.08.17	07:00:00	1941.20	1945.33	1941.00	1943.24	2344	0	5
2020.08.17	08:00:00	1943.24	1945.54	1942.20	1942.70	4154	0	5
2020.08.17	09:00:00	1942.70	1951.43	1942.47	1951.23	6868	0	5
2020.08.17	10:00:00	1951.22	1957.11	1950.96	1954.49	7308	0	5
2020.08.17	11:00:00	1954.48	1955.50	1948.59	1950.71	6789	0	5
2020.08.17	12:00:00	1950.70	1952.56	1947.78	1951.30	3801	0	5
2020.08.17	13:00:00	1951.30	1954.64	1949.84	1953.39	3764	0	5
2020.08.17	14:00:00	1953.40	1955.38	1950.98	1955.01	3948	0	5
2020.08.17	15:00:00	1955.09	1962.39	1953.24	1958.06	9671	0	5
2020.08.17	16:00:00	1958.06	1973.35	1957.13	1972.79	12110	0	5
2020.08.17	17:00:00	1972.79	1989.03	1972.41	1980.73	13603	0	5
2020.08.17	18:00:00	1980.73	1986.60	1978.03	1985.56	11557	0	5
2020.08.17	19:00:00	1985.56	1989.00	1983.74	1987.47	8119	0	5
2020.08.17	20:00:00	1987.47	1990.68	1981.52	1982.57	9382	0	5
2020.08.17	21:00:00	1982.62	1983.67	1980.03	1980.13	6198	0	5
2020.08.17	22:00:00	1980.10	1985.30	1979.49	1984.11	5799	0	5
2020.08.17	23:00:00	1984.19	1985.60	1983.26	1984.43	1171	0	8
2020.08.18	01:00:00	1983.17	1983.67	1980.47	1981.36	1564	0	5
2020.08.18	02:00:00	1981.36	1984.38	1981.00	1983.69	1871	0	5
2020.08.18	03:00:00	1983.66	1985.85	1980.71	1984.83	2947	0	5
2020.08.18	04:00:00	1984.89	1995.35	1983.36	1993.49	7763	0	5
2020.08.18	05:00:00	1993.42	1995.96	1990.54	1992.12	4951	0	5
2020.08.18	06:00:00	1992.15	1993.60	1987.34	1990.90	4081	0	5
2020.08.18	07:00:00	1990.92	1994.41	1989.45	1991.11	2387	0	5
2020.08.18	08:00:00	1991.11	1999.22	1990.56	1997.92	4408	0	5
2020.08.18	09:00:00	1997.87	2007.45	1994.77	2003.82	7432	0	5
2020.08.18	10:00:00	2003.76	2009.98	1997.12	2005.38	7914	0	5
2020.08.18	11:00:00	2005.39	2009.05	2004.44	2006.75	5317	0	5
2020.08.18	12:00:00	2006.75	2009.67	2006.09	2007.24	3813	0	5
2020.08.18	13:00:00	2007.24	2009.00	2003.90	2007.79	4213	0	5
2020.08.18	14:00:00	2007.80	2008.13	2001.25	2007.11	5424	0	5
2020.08.18	15:00:00	2007.11	2014.82	2005.28	2013.25	7920	0	5
2020.08.18	16:00:00	2013.28	2015.57	2004.29	2005.01	12154	0	5
2020.08.18	17:00:00	2005.00	2008.40	1975.86	1992.53	17965	0	5
2020.08.18	18:00:00	1992.57	2005.55	1991.57	2002.37	11895	0	5
2020.08.18	19:00:00	2002.30	2010.20	2001.11	2006.82	11040	0	5
2020.08.18	20:00:00	2006.77	2007.64	2000.92	2005.79	10499	0	5
2020.08.18	21:00:00	2005.82	2007.80	2002.45	2004.06	5812	0	5
2020.08.18	22:00:00	2004.09	2007.05	1999.43	2003.55	6249	0	5
2020.08.18	23:00:00	2003.52	2004.63	1999.73	2002.22	1616	0	5
2020.08.19	01:00:00	2005.10	2006.37	2002.07	2006.07	1086	0	5
2020.08.19	02:00:00	2006.07	2006.15	2003.26	2005.10	1430	0	5
2020.08.19	03:00:00	2005.10	2005.91	1993.44	2000.44	3865	0	5
2020.08.19	04:00:00	2000.39	2004.72	1995.10	1996.43	7761	0	5
2020.08.19	05:00:00	1996.52	1997.62	1989.75	1994.85	6258	0	5
2020.08.19	06:00:00	1994.80	1997.40	1992.12	1993.97	3673	0	5
2020.08.19	07:00:00	1993.87	1994.07	1990.67	1993.81	3237	0	5
2020.08.19	08:00:00	1993.73	1994.18	1984.16	1987.18	4784	0	5
2020.08.19	09:00:00	1987.18	1994.48	1985.77	1986.62	7145	0	5
2020.08.19	10:00:00	1986.62	1990.44	1980.32	1987.94	7722	0	5
2020.08.19	11:00:00	1987.94	1998.12	1984.77	1995.30	6150	0	5
2020.08.19	12:00:00	1995.30	1996.94	1985.37	1986.84	5621	0	5
2020.08.19	13:00:00	1986.84	1990.87	1986.50	1987.57	4319	0	5
2020.08.19	14:00:00	1987.58	1988.32	1981.28	1985.88	5616	0	5
2020.08.19	15:00:00	1985.86	1993.35	1983.30	1991.85	8564	0	5
2020.08.19	16:00:00	1991.85	1995.39	1982.62	1984.87	13971	0	5
2020.08.19	17:00:00	1985.04	1990.10	1961.09	1964.42	14878	0	5
2020.08.19	18:00:00	1964.42	1968.50	1953.93	1963.09	14287	0	5
2020.08.19	19:00:00	1963.11	1967.54	1958.50	1963.77	9397	0	5
2020.08.19	20:00:00	1963.73	1968.45	1959.24	1965.88	9201	0	5
2020.08.19	21:00:00	1965.91	1974.17	1934.61	1946.22	16265	0	5
2020.08.19	22:00:00	1946.25	1948.43	1935.86	1940.07	9596	0	5
2020.08.19	23:00:00	1940.07	1941.00	1924.51	1927.66	4183	0	5
2020.08.20	01:00:00	1931.52	1940.07	1930.26	1939.47	2824	0	5
2020.08.20	02:00:00	1939.37	1939.39	1926.01	1927.61	2573	0	5
2020.08.20	03:00:00	1927.58	1943.02	1924.76	1942.77	4977	0	5
2020.08.20	04:00:00	1942.77	1946.35	1933.42	1941.87	9154	0	5
2020.08.20	05:00:00	1941.78	1948.28	1937.94	1946.45	4354	0	5
2020.08.20	06:00:00	1946.44	1952.35	1944.77	1949.63	5210	0	5
2020.08.20	07:00:00	1949.63	1955.26	1945.66	1947.70	4504	0	9
2020.08.20	08:00:00	1947.65	1948.36	1940.44	1943.37	4701	0	5
2020.08.20	09:00:00	1943.38	1950.78	1938.56	1942.27	7124	0	5
2020.08.20	10:00:00	1942.25	1947.02	1932.81	1934.42	7898	0	5
2020.08.20	11:00:00	1934.27	1936.19	1927.12	1935.04	8421	0	5
2020.08.20	12:00:00	1935.01	1936.51	1927.04	1930.91	5999	0	5
2020.08.20	13:00:00	1930.91	1932.48	1924.54	1931.22	6378	0	5
2020.08.20	14:00:00	1931.29	1942.86	1928.55	1937.62	7355	0	5
2020.08.20	15:00:00	1937.59	1947.46	1930.40	1934.06	11021	0	5
2020.08.20	16:00:00	1934.06	1936.23	1925.96	1931.84	15339	0	5
2020.08.20	17:00:00	1931.96	1947.35	1927.49	1944.74	15301	0	5
2020.08.20	18:00:00	1944.74	1951.57	1938.72	1946.47	12298	0	5
2020.08.20	19:00:00	1946.54	1949.22	1941.86	1944.00	8844	0	5
2020.08.20	20:00:00	1944.05	1946.66	1937.37	1940.17	8776	0	5
2020.08.20	21:00:00	1940.11	1950.36	1937.61	1949.47	7701	0	5
2020.08.20	22:00:00	1949.48	1955.18	1947.68	1952.58	7774	0	5
2020.08.20	23:00:00	1952.53	1953.35	1945.05	1946.17	1452	0	7
2020.08.21	01:00:00	1948.08	1950.30	1947.49	1948.73	1033	0	6
2020.08.21	02:00:00	1948.54	1953.38	1948.00	1952.84	1620	0	5
2020.08.21	03:00:00	1952.69	1955.97	1950.14	1950.88	3813	0	5
2020.08.21	04:00:00	1950.88	1951.86	1940.52	1945.57	7181	0	5
2020.08.21	05:00:00	1945.57	1948.62	1944.92	1946.60	3409	0	5
2020.08.21	06:00:00	1946.64	1950.46	1946.43	1949.90	2419	0	5
2020.08.21	07:00:00	1949.85	1951.58	1946.28	1947.85	2562	0	5
2020.08.21	08:00:00	1947.89	1950.03	1945.65	1947.49	3006	0	5
2020.08.21	09:00:00	1947.60	1949.56	1941.20	1948.71	6018	0	5
2020.08.21	10:00:00	1948.74	1949.21	1933.70	1941.15	9064	0	5
2020.08.21	11:00:00	1941.09	1941.19	1928.13	1934.65	7218	0	5
2020.08.21	12:00:00	1934.65	1935.59	1930.84	1935.53	5359	0	5
2020.08.21	13:00:00	1935.54	1937.36	1929.06	1934.60	5298	0	5
2020.08.21	14:00:00	1934.59	1934.68	1914.82	1915.98	8624	0	5
2020.08.21	15:00:00	1915.94	1941.04	1911.26	1938.50	14090	0	5
2020.08.21	16:00:00	1938.51	1940.65	1926.41	1930.63	15356	0	5
2020.08.21	17:00:00	1930.59	1945.52	1921.54	1944.88	14516	0	5
2020.08.21	18:00:00	1944.89	1945.69	1935.74	1939.22	10916	0	5
2020.08.21	19:00:00	1939.22	1939.22	1932.05	1936.92	8818	0	5
2020.08.21	20:00:00	1936.74	1942.01	1935.57	1938.94	7293	0	5
2020.08.21	21:00:00	1938.94	1940.22	1936.01	1940.15	6281	0	5
2020.08.21	22:00:00	1940.13	1940.41	1936.62	1938.20	4579	0	5
2020.08.21	23:00:00	1938.14	1939.31	1936.50	1938.98	1420	0	5
2020.08.24	01:00:00	1936.69	1938.44	1929.88	1937.24	2624	0	5
2020.08.24	02:00:00	1937.36	1937.71	1934.24	1935.12	1647	0	19
2020.08.24	03:00:00	1935.03	1936.62	1930.99	1934.62	3203	0	5
2020.08.24	04:00:00	1934.62	1935.69	1930.29	1934.66	4818	0	5
2020.08.24	05:00:00	1934.66	1936.84	1931.35	1935.49	3615	0	9
2020.08.24	06:00:00	1935.44	1936.08	1931.16	1931.72	2377	0	9
2020.08.24	07:00:00	1931.78	1934.17	1930.59	1933.31	2041	0	5
2020.08.24	08:00:00	1933.25	1935.00	1931.15	1933.57	2523	0	5
2020.08.24	09:00:00	1933.57	1937.77	1931.04	1934.83	5510	0	5
2020.08.24	10:00:00	1934.82	1949.55	1933.87	1944.51	7998	0	5
2020.08.24	11:00:00	1944.49	1950.64	1944.34	1946.38	5267	0	7
2020.08.24	12:00:00	1946.38	1949.11	1944.12	1947.45	4208	0	5
2020.08.24	13:00:00	1947.39	1950.88	1946.12	1950.10	3247	0	7
2020.08.24	14:00:00	1950.09	1950.72	1948.02	1950.01	3939	0	5
2020.08.24	15:00:00	1949.98	1961.88	1946.17	1949.21	11486	0	5
2020.08.24	16:00:00	1949.20	1952.24	1937.79	1938.06	13765	0	5
2020.08.24	17:00:00	1938.07	1946.13	1928.96	1930.56	14208	0	5
2020.08.24	18:00:00	1930.57	1934.81	1927.39	1930.17	11486	0	5
2020.08.24	19:00:00	1930.17	1934.31	1927.17	1931.49	7475	0	5
2020.08.24	20:00:00	1931.42	1934.00	1928.48	1929.15	6910	0	5
2020.08.24	21:00:00	1928.93	1930.77	1925.46	1927.81	6081	0	5
2020.08.24	22:00:00	1927.89	1928.55	1923.74	1927.03	5858	0	5
2020.08.24	23:00:00	1927.06	1928.82	1924.50	1928.38	1562	0	7
2020.08.25	01:00:00	1930.44	1931.00	1927.51	1928.79	1284	0	11
2020.08.25	02:00:00	1928.79	1930.64	1926.91	1929.68	1432	0	5
2020.08.25	03:00:00	1929.73	1931.88	1926.43	1930.10	3528	0	5
2020.08.25	04:00:00	1930.07	1935.01	1928.74	1934.41	4317	0	5
2020.08.25	05:00:00	1934.61	1936.23	1933.00	1934.78	3148	0	5
2020.08.25	06:00:00	1934.76	1937.49	1934.52	1936.14	2248	0	5
2020.08.25	07:00:00	1936.18	1937.29	1932.90	1933.26	1922	0	5
2020.08.25	08:00:00	1933.27	1934.44	1929.44	1931.13	3787	0	5
2020.08.25	09:00:00	1931.12	1933.49	1929.94	1930.49	5094	0	5
2020.08.25	10:00:00	1930.49	1935.98	1930.01	1935.02	5427	0	5
2020.08.25	11:00:00	1934.99	1935.55	1924.87	1925.52	7377	0	5
2020.08.25	12:00:00	1925.61	1927.67	1921.19	1923.59	5032	0	5
2020.08.25	13:00:00	1923.57	1929.70	1922.26	1924.30	5414	0	5
2020.08.25	14:00:00	1924.30	1931.75	1924.17	1925.37	5753	0	5
2020.08.25	15:00:00	1925.35	1928.61	1919.82	1926.00	10440	0	5
2020.08.25	16:00:00	1925.99	1930.91	1921.71	1923.39	12538	0	5
2020.08.25	17:00:00	1923.40	1925.09	1915.22	1917.98	13260	0	5
2020.08.25	18:00:00	1918.00	1921.17	1914.19	1919.29	11128	0	5
2020.08.25	19:00:00	1919.31	1921.82	1914.59	1916.21	8344	0	5
2020.08.25	20:00:00	1916.10	1921.60	1914.99	1921.30	6805	0	5
2020.08.25	21:00:00	1921.30	1928.70	1919.77	1928.62	6078	0	5
2020.08.25	22:00:00	1928.62	1929.51	1926.21	1929.23	6254	0	5
2020.08.25	23:00:00	1929.17	1929.57	1926.38	1926.87	997	0	20
2020.08.26	01:00:00	1928.28	1930.80	1927.38	1928.14	1490	0	5
2020.08.26	02:00:00	1928.14	1930.25	1927.66	1929.61	1155	0	5
2020.08.26	03:00:00	1929.58	1930.22	1925.73	1926.50	2837	0	5
2020.08.26	04:00:00	1926.52	1929.98	1924.05	1929.13	4403	0	5
2020.08.26	05:00:00	1929.17	1931.50	1927.99	1929.11	2536	0	5
2020.08.26	06:00:00	1928.99	1929.26	1925.32	1925.61	2065	0	5
2020.08.26	07:00:00	1925.61	1927.80	1922.63	1923.36	2533	0	5
2020.08.26	08:00:00	1923.36	1925.03	1917.85	1918.89	4610	0	5
2020.08.26	09:00:00	1918.77	1921.04	1915.40	1917.24	5315	0	5
2020.08.26	10:00:00	1917.24	1920.52	1913.80	1917.31	6117	0	5
2020.08.26	11:00:00	1917.31	1924.09	1916.29	1923.09	5468	0	5
2020.08.26	12:00:00	1923.03	1923.83	1917.22	1919.75	4654	0	5
2020.08.26	13:00:00	1919.74	1920.31	1917.58	1918.69	3437	0	6
2020.08.26	14:00:00	1918.64	1920.23	1914.02	1917.73	5539	0	5
2020.08.26	15:00:00	1917.71	1918.70	1902.64	1911.57	10598	0	5
2020.08.26	16:00:00	1911.47	1936.08	1910.24	1935.31	13903	0	5
2020.08.26	17:00:00	1935.27	1943.87	1927.28	1938.51	14266	0	5
2020.08.26	18:00:00	1938.44	1946.28	1937.25	1940.29	11680	0	5
2020.08.26	19:00:00	1940.37	1946.27	1940.05	1943.39	8477	0	5
2020.08.26	20:00:00	1943.39	1949.89	1943.39	1946.47	7984	0	5
2020.08.26	21:00:00	1946.50	1949.70	1944.67	1946.29	6829	0	5
2020.08.26	22:00:00	1946.30	1954.28	1945.13	1952.19	6811	0	5
2020.08.26	23:00:00	1952.19	1954.82	1951.38	1953.14	1950	0	11
2020.08.27	01:00:00	1951.92	1953.53	1950.78	1953.17	1601	0	5
2020.08.27	02:00:00	1953.17	1954.14	1950.04	1953.43	1821	0	5
2020.08.27	03:00:00	1953.43	1953.96	1947.70	1950.07	3082	0	5
2020.08.27	04:00:00	1950.09	1950.20	1942.20	1943.89	5482	0	5
2020.08.27	05:00:00	1943.84	1945.34	1938.24	1941.04	4679	0	5
2020.08.27	06:00:00	1941.04	1943.95	1940.52	1942.76	3450	0	5
2020.08.27	07:00:00	1942.82	1944.36	1940.17	1943.52	2745	0	5
2020.08.27	08:00:00	1943.52	1945.11	1939.34	1939.84	3652	0	5
2020.08.27	09:00:00	1939.85	1944.38	1936.94	1941.78	5027	0	5
2020.08.27	10:00:00	1941.74	1948.67	1938.46	1946.39	5877	0	5
2020.08.27	11:00:00	1946.39	1946.69	1941.87	1942.52	4878	0	5
2020.08.27	12:00:00	1942.52	1943.44	1939.12	1942.19	4368	0	5
2020.08.27	13:00:00	1942.19	1943.84	1938.60	1940.09	3778	0	5
2020.08.27	14:00:00	1940.09	1943.63	1937.30	1940.83	4680	0	5
2020.08.27	15:00:00	1940.82	1944.02	1932.18	1939.73	11413	0	5
2020.08.27	16:00:00	1939.87	1976.53	1931.48	1940.96	20901	0	5
2020.08.27	17:00:00	1940.90	1940.90	1909.79	1919.80	19759	0	5
2020.08.27	18:00:00	1919.81	1932.22	1916.47	1928.89	15669	0	5
2020.08.27	19:00:00	1928.75	1931.68	1919.49	1920.58	11970	0	5
2020.08.27	20:00:00	1920.58	1932.07	1919.06	1930.79	10026	0	5
2020.08.27	21:00:00	1930.79	1935.13	1928.21	1930.50	7539	0	5
2020.08.27	22:00:00	1930.41	1933.91	1928.10	1929.82	5676	0	5
2020.08.27	23:00:00	1929.74	1931.18	1927.11	1928.32	1185	0	10
2020.08.28	01:00:00	1929.98	1930.41	1926.86	1927.37	941	0	13
2020.08.28	02:00:00	1927.37	1929.87	1926.25	1927.91	1633	0	5
2020.08.28	03:00:00	1927.82	1930.15	1923.15	1929.54	3850	0	5
2020.08.28	04:00:00	1929.46	1936.65	1928.79	1935.63	5046	0	5
2020.08.28	05:00:00	1935.60	1937.94	1932.92	1935.63	3729	0	8
2020.08.28	06:00:00	1935.62	1941.00	1935.54	1940.75	3508	0	5
2020.08.28	07:00:00	1940.74	1942.99	1938.77	1942.66	2742	0	5
2020.08.28	08:00:00	1942.66	1945.50	1940.24	1941.18	6120	0	5
2020.08.28	09:00:00	1941.15	1948.80	1940.16	1945.06	6131	0	5
2020.08.28	10:00:00	1944.94	1952.06	1942.29	1948.29	6895	0	5
2020.08.28	11:00:00	1948.25	1958.52	1945.93	1955.84	7385	0	5
2020.08.28	12:00:00	1955.84	1959.90	1952.87	1955.89	7747	0	5
2020.08.28	13:00:00	1955.91	1959.07	1948.17	1957.77	7128	0	5
2020.08.28	14:00:00	1957.83	1964.17	1956.49	1962.27	6948	0	5
2020.08.28	15:00:00	1962.28	1964.59	1952.41	1955.25	10439	0	5
2020.08.28	16:00:00	1955.25	1960.84	1950.70	1959.32	13761	0	5
2020.08.28	17:00:00	1959.13	1964.27	1952.79	1961.61	14231	0	5
2020.08.28	18:00:00	1961.62	1972.85	1959.59	1968.49	11430	0	5
2020.08.28	19:00:00	1968.44	1973.78	1967.79	1969.60	7677	0	5
2020.08.28	20:00:00	1969.59	1970.28	1961.71	1962.84	8380	0	5
2020.08.28	21:00:00	1962.86	1967.00	1960.38	1966.95	6132	0	5
2020.08.28	22:00:00	1966.97	1967.31	1963.02	1963.41	5296	0	5
2020.08.28	23:00:00	1963.38	1965.03	1962.36	1964.34	1216	0	15
2020.08.31	01:00:00	1969.07	1975.20	1968.79	1973.04	3221	0	9
2020.08.31	02:00:00	1973.10	1976.54	1970.38	1973.17	2634	0	5
2020.08.31	03:00:00	1973.17	1976.47	1970.39	1972.82	3989	0	5
2020.08.31	04:00:00	1972.81	1973.14	1967.47	1971.98	5153	0	5
2020.08.31	05:00:00	1972.07	1972.49	1969.22	1970.74	2761	0	5
2020.08.31	06:00:00	1970.79	1971.34	1969.82	1970.21	1566	0	5
2020.08.31	07:00:00	1970.21	1971.63	1969.88	1970.32	1119	0	5
2020.08.31	08:00:00	1970.32	1970.42	1965.74	1969.42	3368	0	5
2020.08.31	09:00:00	1969.42	1969.68	1961.56	1965.20	4284	0	6
2020.08.31	10:00:00	1965.13	1965.27	1954.23	1958.43	5298	0	5
2020.08.31	11:00:00	1958.49	1960.72	1956.46	1959.73	3598	0	5
2020.08.31	12:00:00	1959.74	1966.36	1959.64	1964.60	3376	0	5
2020.08.31	13:00:00	1964.60	1967.36	1962.26	1966.32	3058	0	5
2020.08.31	14:00:00	1966.32	1968.96	1964.93	1965.78	3331	0	5
2020.08.31	15:00:00	1965.78	1968.61	1960.25	1967.52	6167	0	5
2020.08.31	16:00:00	1967.52	1972.16	1965.90	1968.90	10391	0	5
2020.08.31	17:00:00	1968.90	1974.02	1962.73	1963.00	10276	0	5
2020.08.31	18:00:00	1962.95	1970.68	1961.96	1968.94	7370	0	5
2020.08.31	19:00:00	1968.94	1975.07	1967.73	1971.63	5377	0	5
2020.08.31	20:00:00	1971.66	1973.47	1969.37	1972.62	3252	0	5
2020.08.31	21:00:00	1972.62	1972.82	1966.22	1970.91	5098	0	5
2020.08.31	22:00:00	1970.84	1972.01	1966.71	1967.77	4000	0	5
2020.08.31	23:00:00	1967.65	1969.37	1966.30	1968.22	1031	0	13
2020.09.01	01:00:00	1968.35	1968.97	1965.15	1965.85	943	0	7
2020.09.01	02:00:00	1965.87	1968.62	1965.15	1967.83	1390	0	5
2020.09.01	03:00:00	1967.77	1970.54	1967.36	1968.06	2191	0	6
2020.09.01	04:00:00	1967.92	1977.96	1967.92	1976.20	4554	0	5
2020.09.01	05:00:00	1976.34	1988.10	1976.34	1987.70	5799	0	5
2020.09.01	06:00:00	1987.67	1989.45	1983.38	1984.08	4095	0	5
2020.09.01	07:00:00	1983.98	1987.55	1983.98	1986.17	2117	0	5
2020.09.01	08:00:00	1986.21	1989.84	1986.16	1987.88	2911	0	5
2020.09.01	09:00:00	1987.88	1988.74	1982.03	1988.34	5288	0	5
2020.09.01	10:00:00	1988.34	1992.29	1986.87	1991.97	5606	0	5
2020.09.01	11:00:00	1991.95	1991.95	1987.05	1989.17	4301	0	5
2020.09.01	12:00:00	1989.19	1989.69	1985.84	1987.84	3251	0	6
2020.09.01	13:00:00	1987.79	1990.37	1984.05	1989.84	3096	0	5
2020.09.01	14:00:00	1989.80	1990.30	1987.84	1989.20	3127	0	11
2020.09.01	15:00:00	1989.19	1991.68	1985.32	1989.06	7735	0	5
2020.09.01	16:00:00	1989.06	1991.10	1978.98	1982.92	10993	0	5
2020.09.01	17:00:00	1982.94	1982.94	1964.25	1976.95	13846	0	5
2020.09.01	18:00:00	1976.94	1979.34	1971.57	1973.17	8093	0	5
2020.09.01	19:00:00	1973.17	1976.69	1970.89	1974.93	5051	0	5
2020.09.01	20:00:00	1974.88	1974.93	1969.11	1970.55	6370	0	5
2020.09.01	21:00:00	1970.53	1971.79	1963.35	1965.55	5265	0	5
2020.09.01	22:00:00	1965.54	1970.66	1964.73	1970.12	3690	0	7
2020.09.01	23:00:00	1970.17	1970.91	1968.23	1970.63	1205	0	15
2020.09.02	01:00:00	1968.23	1972.17	1968.12	1971.28	1365	0	5
2020.09.02	02:00:00	1971.29	1973.03	1969.28	1972.61	1569	0	20
2020.09.02	03:00:00	1972.46	1973.26	1965.30	1966.97	2571	0	8
2020.09.02	04:00:00	1966.93	1969.00	1958.78	1963.14	5609	0	5
2020.09.02	05:00:00	1963.14	1967.57	1960.88	1964.80	2770	0	5
2020.09.02	06:00:00	1964.80	1965.33	1962.03	1964.72	2020	0	5
2020.09.02	07:00:00	1964.77	1966.90	1962.16	1962.86	1839	0	5
2020.09.02	08:00:00	1962.81	1965.16	1960.97	1964.30	2654	0	7
2020.09.02	09:00:00	1964.30	1966.59	1961.38	1965.60	3580	0	5
2020.09.02	10:00:00	1965.57	1967.53	1955.91	1961.74	6437	0	5
2020.09.02	11:00:00	1961.75	1967.44	1961.03	1965.25	4498	0	5
2020.09.02	12:00:00	1965.38	1971.87	1964.45	1970.20	4003	0	5
2020.09.02	13:00:00	1970.19	1970.86	1965.11	1965.30	2797	0	5
2020.09.02	14:00:00	1965.33	1967.23	1956.82	1959.02	6918	0	5
2020.09.02	15:00:00	1959.25	1968.90	1953.61	1964.80	10051	0	5
2020.09.02	16:00:00	1964.77	1965.37	1946.47	1948.93	12090	0	5
2020.09.02	17:00:00	1948.89	1952.70	1938.64	1943.14	11963	0	5
2020.09.02	18:00:00	1943.02	1944.28	1937.28	1943.87	9485	0	5
2020.09.02	19:00:00	1943.84	1943.84	1932.39	1936.16	7468	0	5
2020.09.02	20:00:00	1936.16	1942.45	1934.06	1938.40	6410	0	5
2020.09.02	21:00:00	1938.40	1941.88	1936.99	1941.32	3975	0	5
2020.09.02	22:00:00	1941.15	1945.58	1940.46	1943.74	4790	0	5
2020.09.02	23:00:00	1943.75	1944.56	1941.21	1943.08	1179	0	11
2020.09.03	01:00:00	1942.01	1942.19	1939.43	1941.69	1082	0	6
2020.09.03	02:00:00	1941.69	1945.40	1940.18	1944.58	1447	0	13
2020.09.03	03:00:00	1944.58	1946.08	1943.50	1944.51	1868	0	5
2020.09.03	04:00:00	1944.55	1948.14	1941.58	1947.93	3558	0	5
2020.09.03	05:00:00	1947.93	1950.94	1945.47	1946.52	3619	0	5
2020.09.03	06:00:00	1946.52	1947.05	1944.54	1945.63	1972	0	8
2020.09.03	07:00:00	1945.64	1946.49	1937.44	1937.50	2222	0	5
2020.09.03	08:00:00	1937.50	1940.79	1932.09	1932.40	4241	0	5
2020.09.03	09:00:00	1932.30	1937.15	1927.65	1929.87	6514	0	5
2020.09.03	10:00:00	1929.82	1938.61	1927.13	1935.77	5608	0	5
2020.09.03	11:00:00	1935.73	1937.58	1932.87	1935.83	3954	0	9
2020.09.03	12:00:00	1935.83	1937.15	1929.92	1930.91	3515	0	6
2020.09.03	13:00:00	1930.93	1933.37	1929.58	1930.65	3800	0	5
2020.09.03	14:00:00	1930.61	1935.01	1927.27	1934.63	4889	0	5
2020.09.03	15:00:00	1934.63	1936.99	1929.34	1934.21	8401	0	5
2020.09.03	16:00:00	1934.21	1945.89	1932.50	1943.32	11697	0	5
2020.09.03	17:00:00	1943.30	1945.63	1934.28	1941.69	13157	0	5
2020.09.03	18:00:00	1941.55	1942.45	1921.75	1926.29	13393	0	5
2020.09.03	19:00:00	1926.10	1932.75	1924.53	1927.68	8204	0	5
2020.09.03	20:00:00	1927.69	1932.58	1926.54	1930.48	6455	0	5
2020.09.03	21:00:00	1930.34	1938.47	1929.70	1933.35	5898	0	5
2020.09.03	22:00:00	1933.51	1936.35	1928.93	1929.16	5171	0	7
2020.09.03	23:00:00	1929.16	1932.20	1929.09	1930.45	1077	0	12
2020.09.04	01:00:00	1931.28	1932.44	1929.21	1930.91	1184	0	30
2020.09.04	02:00:00	1930.97	1932.20	1925.62	1927.91	1151	0	9
2020.09.04	03:00:00	1927.91	1937.01	1927.84	1934.81	4223	0	5
2020.09.04	04:00:00	1934.73	1940.95	1934.05	1939.63	5066	0	5
